Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Pointer Shoot;2021-11-10 14:30:13.6617;25511;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8882;182300.383581;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;151.7056;478.2944;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.3447965;0.7095923;0.614487;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Missed;2021-11-10 14:30:13.6637;25511;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182300.385431;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;151.7056;478.2944;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0322;1.4074;0.2565;314.7983;330.7027;12.8881;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0179;1.5827;0.0077;359.8446;349.6519;358.5303;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.9333;2.0194;5.9562;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;NULL;-0.3447965;0.7095923;0.614487;NULL;NULL;-1.9333;2.0194;6.1562;0.4856;0.0486
Pointer Shoot;2021-11-10 14:30:14.0687;25529;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4067;182300.790386;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.1228;477.8772;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.4262701;0.7160216;0.5528173;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:30:14.0716;25529;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182300.792827;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.1228;477.8772;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;0.3206;5.0000;0206;0082;2;6;0.1111;0.5556;-0.0838;1.4258;0.2381;314.2730;322.3647;13.0709;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0205;1.5824;0.0063;-0.0023;349.2245;358.9028;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1883;2.1327;5.5992;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;1.2978;-0.4262701;0.7160216;0.5528173;0.0423;0.0647;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:30:14.0756;25529;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182300.796355;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.1228;477.8772;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;2.4997;6.0825;-1.6667;0.6497;5.5325;0.3906;5.0000;0307;0082;3;7;0.2222;0.6667;-0.0838;1.4258;0.2381;314.2730;322.3647;13.0709;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0205;1.5824;0.0063;-0.0023;349.2245;358.9028;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1883;2.1327;5.5992;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;5.0000;-0.4262701;0.7160216;0.5528173;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:30:14.0786;25529;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182300.799128;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.1228;477.8772;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;0.3206;5.0000;0206;0082;2;6;0.1111;0.5556;-0.0838;1.4258;0.2381;314.2730;322.3647;13.0709;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0205;1.5824;0.0063;-0.0023;349.2245;358.9028;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1883;2.1327;5.5992;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;5.0000;-0.4262701;0.7160216;0.5528173;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:30:14.0816;25529;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182300.803217;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.1228;477.8772;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;0.4061;5.0000;0303;0083;3;3;0.2222;0.2222;-0.0838;1.4258;0.2381;314.2730;322.3647;13.0709;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0205;1.5824;0.0063;-0.0023;349.2245;358.9028;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1883;2.1327;5.5992;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;NULL;-0.4262701;0.7160216;0.5528173;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:14.0855;25529;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182300.805846;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.1228;477.8772;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;0.4030;5.0000;0604;0083;6;4;0.5556;0.3333;-0.0838;1.4258;0.2381;314.2730;322.3647;13.0709;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0205;1.5824;0.0063;-0.0023;349.2245;358.9028;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1883;2.1327;5.5992;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0303;3;3;-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;NULL;-0.4262701;0.7160216;0.5528173;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:30:14.8569;25576;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7875;182301.578462;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.8995;477.1005;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.3176147;0.42519;0.847546;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:30:14.8619;25576;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182301.580792;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.8995;477.1005;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;0.4061;5.0000;0303;0083;3;3;0.2222;0.2222;0.0151;1.2750;0.2499;334.8373;339.4567;9.2865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0160;1.5764;0.0086;4.3369;354.9678;359.4411;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.5652;0.8910;5.8575;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0303;3;3;-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;0.7767;-0.3176147;0.42519;0.847546;0.1018;0.1098;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:30:14.8658;25576;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182301.587034;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.8995;477.1005;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;0.4030;5.0000;0604;0083;6;4;0.5556;0.3333;0.0151;1.2750;0.2499;334.8373;339.4567;9.2865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0160;1.5764;0.0086;4.3369;354.9678;359.4411;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.5652;0.8910;5.8575;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0303;3;3;-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;5.0000;-0.3176147;0.42519;0.847546;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:30:14.8698;25576;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182301.59034;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.8995;477.1005;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;0.4061;5.0000;0303;0083;3;3;0.2222;0.2222;0.0151;1.2750;0.2499;334.8373;339.4567;9.2865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0160;1.5764;0.0086;4.3369;354.9678;359.4411;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.5652;0.8910;5.8575;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0303;3;3;-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;5.0000;-0.3176147;0.42519;0.847546;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:30:14.8728;25576;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182301.593955;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.8995;477.1005;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;0.3004;5.0000;0107;0084;1;7;0.0000;0.6667;0.0151;1.2750;0.2499;334.8373;339.4567;9.2865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0160;1.5764;0.0086;4.3369;354.9678;359.4411;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.5652;0.8910;5.8575;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0303;3;3;-1.6667;0.7812;5.9672;-1.6667;-1.0688;5.4172;NULL;-0.3176147;0.42519;0.847546;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:14.8758;25576;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182301.596868;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;152.8995;477.1005;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.6320;6.5263;0.3484;-0.2180;5.9763;0.4005;5.0000;0605;0084;6;5;0.5556;0.4444;0.0151;1.2750;0.2499;334.8373;339.4567;9.2865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0160;1.5764;0.0086;4.3369;354.9678;359.4411;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.5652;0.8910;5.8575;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;NULL;-0.3176147;0.42519;0.847546;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:30:15.9760;25639;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1203;182302.698108;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;154.0289;475.9711;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.6041589;0.7514242;0.2652428;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:30:15.9790;25639;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182302.699839;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;154.0289;475.9711;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;0.3078;5.0000;0107;0084;1;7;0.0000;0.6667;-0.1868;1.4789;0.1623;311.2861;293.7028;27.9248;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0145;1.5877;0.0019;356.6649;347.8470;357.6901;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6582;2.4788;5.0964;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;1.1294;-0.6041589;0.7514242;0.2652428;0.0388;-0.0209;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:30:15.9820;25639;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182302.703136;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;154.0289;475.9711;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.6320;6.5263;0.3484;-0.2180;5.9763;0.4005;5.0000;0605;0084;6;5;0.5556;0.4444;-0.1868;1.4789;0.1623;311.2861;293.7028;27.9248;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0145;1.5877;0.0019;356.6649;347.8470;357.6901;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6582;2.4788;5.0964;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;5.0000;-0.6041589;0.7514242;0.2652428;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:30:15.9850;25639;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182302.706334;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;154.0289;475.9711;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;0.3078;5.0000;0107;0084;1;7;0.0000;0.6667;-0.1868;1.4789;0.1623;311.2861;293.7028;27.9248;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0145;1.5877;0.0019;356.6649;347.8470;357.6901;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6582;2.4788;5.0964;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;5.0000;-0.6041589;0.7514242;0.2652428;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:30:15.9879;25639;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182302.708862;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;154.0289;475.9711;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4140;5.0000;0501;0085;5;1;0.4444;0.0000;-0.1868;1.4789;0.1623;311.2861;293.7028;27.9248;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0145;1.5877;0.0019;356.6649;347.8470;357.6901;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6582;2.4788;5.0964;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;NULL;-0.6041589;0.7514242;0.2652428;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:30:15.9909;25639;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182302.711591;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;154.0289;475.9711;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4083;5.0000;0402;0085;4;2;0.3333;0.1111;-0.1868;1.4789;0.1623;311.2861;293.7028;27.9248;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0145;1.5877;0.0019;356.6649;347.8470;357.6901;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6582;2.4788;5.0964;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;NULL;-0.6041589;0.7514242;0.2652428;NULL;NULL;NULL;NULL;NULL;NULL;NULL
