Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Mole Expired;2021-11-10 14:53:12.6001;27507;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183679.321312;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;138.2767;491.7233;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;0.3006;5.0000;0107;0078;1;7;0.0000;0.6667;-0.1705;1.4706;0.1509;329.3435;288.5613;42.2147;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0219;1.7010;-0.0506;354.7968;351.5555;4.9878;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.5998;2.4241;5.1768;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;5.0000;-0.815493;0.5098896;0.2738315;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:53:12.6031;27507;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183679.324168;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;138.2767;491.7233;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;0.4139;5.0000;0602;0079;6;2;0.5556;0.1111;-0.1705;1.4706;0.1509;329.3435;288.5613;42.2147;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0219;1.7010;-0.0506;354.7968;351.5555;4.9878;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.5998;2.4241;5.1768;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0107;1;7;-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;NULL;-0.815493;0.5098896;0.2738315;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:53:12.6060;27507;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183679.326814;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;138.2767;491.7233;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.6320;6.5263;0.3484;-0.2180;5.9763;0.4005;5.0000;0605;0079;6;5;0.5556;0.4444;-0.1705;1.4706;0.1509;329.3435;288.5613;42.2147;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0219;1.7010;-0.0506;354.7968;351.5555;4.9878;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.5998;2.4241;5.1768;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;NULL;-0.815493;0.5098896;0.2738315;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:53:14.0442;27555;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.4527;183680.76552;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;139.7271;490.2729;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.02332633;0.1140032;0.9932065;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:53:14.0462;27555;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183680.767816;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;139.7271;490.2729;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;0.4124;5.0000;0602;0079;6;2;0.5556;0.1111;0.2651;1.2186;0.2902;353.4539;1.3454;24.8708;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0085;1.6968;-0.0419;358.4292;1.9717;4.9160;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2823;0.3847;5.9894;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;1.4504;0.02332633;0.1140032;0.9932065;-0.0662;0.0018;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:53:14.0502;27555;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183680.771203;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;139.7271;490.2729;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.6320;6.5263;0.3484;-0.2180;5.9763;0.4005;5.0000;0605;0079;6;5;0.5556;0.4444;0.2651;1.2186;0.2902;353.4539;1.3454;24.8708;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0085;1.6968;-0.0419;358.4292;1.9717;4.9160;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2823;0.3847;5.9894;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;5.0000;0.02332633;0.1140032;0.9932065;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:53:14.0532;27555;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183680.773699;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;139.7271;490.2729;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;0.4124;5.0000;0602;0079;6;2;0.5556;0.1111;0.2651;1.2186;0.2902;353.4539;1.3454;24.8708;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0085;1.6968;-0.0419;358.4292;1.9717;4.9160;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2823;0.3847;5.9894;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;5.0000;0.02332633;0.1140032;0.9932065;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:53:14.0561;27555;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183680.777173;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;139.7271;490.2729;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3584;5.0000;0204;0080;2;4;0.1111;0.3333;0.2651;1.2186;0.2902;353.4539;1.3454;24.8708;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0085;1.6968;-0.0419;358.4292;1.9717;4.9160;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2823;0.3847;5.9894;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0602;6;2;0.3484;0.3829;6.1824;0.3484;-1.4671;5.6324;NULL;0.02332633;0.1140032;0.9932065;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:53:14.0591;27555;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183680.780165;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;139.7271;490.2729;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0080;1;9;0.0000;0.8889;0.2651;1.2186;0.2902;353.4539;1.3454;24.8708;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0085;1.6968;-0.0419;358.4292;1.9717;4.9160;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2823;0.3847;5.9894;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;NULL;0.02332633;0.1140032;0.9932065;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:53:15.5189;27605;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.4760;183682.241137;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.2061;488.7939;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.6652533;0.2933878;0.6865579;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Missed;2021-11-10 14:53:15.5219;27605;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183682.242935;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.2061;488.7939;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0718;1.3283;0.2323;342.9391;315.9029;25.3815;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0252;1.6997;-0.0449;356.8571;352.6060;6.2384;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1661;1.3442;5.7666;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;NULL;-0.6652533;0.2933878;0.6865579;NULL;NULL;-2.1661;1.3442;5.9666;0.2608;0.1440
Pointer Shoot;2021-11-10 14:53:16.0932;27624;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5740;183682.814615;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.7728;488.2272;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.6915597;0.2503049;0.6775639;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:53:16.0971;27624;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183682.817562;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.7728;488.2272;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3629;5.0000;0204;0080;2;4;0.1111;0.3333;-0.0794;1.3133;0.2236;345.5045;314.4143;24.8714;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0277;1.7012;-0.0471;356.8070;352.6064;6.5434;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1544;1.2315;5.5793;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;2.0458;-0.6915597;0.2503049;0.6775639;0.0764;0.0313;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:53:16.1011;27624;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183682.821856;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.7728;488.2272;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0080;1;9;0.0000;0.8889;-0.0794;1.3133;0.2236;345.5045;314.4143;24.8714;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0277;1.7012;-0.0471;356.8070;352.6064;6.5434;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1544;1.2315;5.5793;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;5.0000;-0.6915597;0.2503049;0.6775639;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:53:16.1041;27624;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183682.825348;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.7728;488.2272;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3629;5.0000;0204;0080;2;4;0.1111;0.3333;-0.0794;1.3133;0.2236;345.5045;314.4143;24.8714;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0277;1.7012;-0.0471;356.8070;352.6064;6.5434;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1544;1.2315;5.5793;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;5.0000;-0.6915597;0.2503049;0.6775639;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:53:16.1071;27624;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183682.82802;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.7728;488.2272;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.4024;5.0000;0507;0081;5;7;0.4444;0.6667;-0.0794;1.3133;0.2236;345.5045;314.4143;24.8714;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0277;1.7012;-0.0471;356.8070;352.6064;6.5434;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1544;1.2315;5.5793;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;NULL;-0.6915597;0.2503049;0.6775639;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:53:16.1100;27624;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183682.830518;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;141.7728;488.2272;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;3.3171;5.4283;2.2304;1.4671;4.8783;0.4201;5.0000;0909;0081;9;9;0.8889;0.8889;-0.0794;1.3133;0.2236;345.5045;314.4143;24.8714;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0277;1.7012;-0.0471;356.8070;352.6064;6.5434;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1544;1.2315;5.5793;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;NULL;-0.6915597;0.2503049;0.6775639;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:53:17.0575;27659;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9646;183683.779083;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;142.7404;487.2596;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.1176432;0.5494364;0.8272121;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:53:17.0605;27659;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183683.780859;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;142.7404;487.2596;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.4047;5.0000;0507;0081;5;7;0.4444;0.6667;0.1897;1.4487;0.3018;326.6717;351.9059;23.9727;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0167;1.7027;-0.0475;355.3397;357.9424;6.2340;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3135;2.4460;6.2814;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;0.9675;-0.1176432;0.5494364;0.8272121;0.0349;-0.0537;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:53:17.0645;27659;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183683.784986;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;142.7404;487.2596;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;3.3171;5.4283;2.2304;1.4671;4.8783;0.4201;5.0000;0909;0081;9;9;0.8889;0.8889;0.1897;1.4487;0.3018;326.6717;351.9059;23.9727;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0167;1.7027;-0.0475;355.3397;357.9424;6.2340;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.3135;2.4460;6.2814;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0507;5;7;-0.3484;2.4997;6.4680;-0.3484;0.6497;5.9180;5.0000;-0.1176432;0.5494364;0.8272121;NULL;NULL;NULL;NULL;NULL;NULL;NULL
